minute,X,Y,h_a,situation,shotType,lastAction,xG,result,Goal
27,0.853000031,0.505,h,OpenPlay,RightFoot,BallTouch,0.0823166,BlockedShot,0
16,0.869000015,0.432999992,a,OpenPlay,RightFoot,Tackle,0.085192703,BlockedShot,0
73,0.860999985,0.61,h,OpenPlay,LeftFoot,HeadPass,0.056568898,Goal,1
14,0.731999969,0.597999992,a,FromCorner,LeftFoot,None,0.0149865,MissedShots,0
18,0.805,0.525,a,OpenPlay,RightFoot,Pass,0.046584699,MissedShots,0
18,0.758000031,0.497000008,h,OpenPlay,RightFoot,Pass,0.0267036,MissedShots,0
70,0.841999969,0.59,h,OpenPlay,LeftFoot,Pass,0.073381796,BlockedShot,0
95,0.899000015,0.475999985,a,OpenPlay,RightFoot,Pass,0.462954998,Goal,1
81,0.726999969,0.437999992,h,FromCorner,RightFoot,None,0.0150194,MissedShots,0
5,0.764000015,0.595999985,h,FromCorner,LeftFoot,None,0.019254699,BlockedShot,0
45,0.801999969,0.301000004,h,OpenPlay,RightFoot,Pass,0.026393799,SavedShot,0
75,0.751999969,0.425,h,OpenPlay,RightFoot,BallTouch,0.032825001,MissedShots,0
10,0.86,0.622999992,a,OpenPlay,LeftFoot,Aerial,0.026352501,SavedShot,0
31,0.77,0.424000015,a,OpenPlay,RightFoot,Chipped,0.0124526,MissedShots,0
39,0.786999969,0.407000008,a,OpenPlay,RightFoot,Pass,0.0335164,SavedShot,0
69,0.759000015,0.382000008,a,OpenPlay,RightFoot,Pass,0.021126499,SavedShot,0
64,0.751999969,0.372999992,h,OpenPlay,LeftFoot,Pass,0.0254624,SavedShot,0
57,0.778000031,0.417999992,h,FromCorner,RightFoot,Pass,0.0306019,BlockedShot,0
46,0.801999969,0.755999985,a,OpenPlay,RightFoot,Pass,0.022172401,SavedShot,0
1,0.82,0.44,h,OpenPlay,RightFoot,Pass,0.060748398,MissedShots,0
18,0.815999985,0.450999985,h,OpenPlay,LeftFoot,Pass,0.070829503,MissedShots,0
67,0.743000031,0.365999985,h,OpenPlay,LeftFoot,Pass,0.0222739,SavedShot,0
42,0.778000031,0.272999992,a,FromCorner,RightFoot,None,0.0151798,BlockedShot,0
89,0.818000031,0.693000031,a,OpenPlay,RightFoot,Pass,0.037401699,MissedShots,0
15,0.724000015,0.604000015,h,OpenPlay,RightFoot,Pass,0.0185898,SavedShot,0
56,0.915999985,0.705999985,h,OpenPlay,LeftFoot,Rebound,0.212827995,MissedShots,0
61,0.920999985,0.515,h,OpenPlay,RightFoot,Pass,0.144517004,BlockedShot,0
61,0.878000031,0.497000008,h,OpenPlay,RightFoot,Pass,0.138353005,SavedShot,0
69,0.905,0.539000015,h,OpenPlay,Head,Aerial,0.041768201,MissedShots,0
70,0.905999985,0.430999985,h,OpenPlay,RightFoot,Chipped,0.391092986,SavedShot,0
35,0.790999985,0.637000008,h,OpenPlay,RightFoot,Pass,0.0291014,Goal,1
38,0.735999985,0.390999985,h,OpenPlay,RightFoot,None,0.0201151,MissedShots,0
14,0.815,0.55,a,OpenPlay,RightFoot,Pass,0.054483399,MissedShots,0
24,0.821999969,0.55,a,OpenPlay,RightFoot,TakeOn,0.124785997,MissedShots,0
25,0.871999969,0.705999985,a,OpenPlay,RightFoot,Chipped,0.038085502,BlockedShot,0
89,0.965999985,0.27,h,OpenPlay,RightFoot,Cross,0.019378601,SavedShot,0
90,0.950999985,0.395,h,OpenPlay,LeftFoot,Cross,0.299050003,SavedShot,0
91,0.899000015,0.335999985,h,FromCorner,LeftFoot,Aerial,0.0242834,BlockedShot,0
5,0.903000031,0.658000031,h,OpenPlay,RightFoot,TakeOn,0.0897801,SavedShot,0
26,0.958000031,0.658000031,h,OpenPlay,RightFoot,TakeOn,0.081115298,SavedShot,0
42,0.949000015,0.66,h,OpenPlay,LeftFoot,Pass,0.100979999,SavedShot,0
65,0.866999969,0.660999985,h,OpenPlay,RightFoot,Pass,0.067336999,BlockedShot,0
72,0.87,0.622999992,a,OpenPlay,RightFoot,Pass,0.0813054,BlockedShot,0
10,0.931999969,0.607999992,h,OpenPlay,RightFoot,TakeOn,0.166033998,SavedShot,0
23,0.924000015,0.59,h,OpenPlay,Head,Chipped,0.050398201,SavedShot,0
88,0.919000015,0.671999969,a,OpenPlay,LeftFoot,Pass,0.283562988,MissedShots,0
62,0.874000015,0.675,h,OpenPlay,RightFoot,Pass,0.057050001,MissedShots,0
63,0.859000015,0.771999969,h,OpenPlay,RightFoot,Chipped,0.034373399,SavedShot,0
80,0.871999969,0.597999992,h,OpenPlay,RightFoot,Pass,0.0982747,SavedShot,0
83,0.809000015,0.532000008,a,OpenPlay,RightFoot,BallRecovery,0.072021797,BlockedShot,0
90,0.895999985,0.67,a,OpenPlay,RightFoot,Pass,0.081077203,MissedShots,0
36,0.846999969,0.696999969,h,OpenPlay,RightFoot,Pass,0.054329999,SavedShot,0
70,0.956999969,0.676999969,h,OpenPlay,RightFoot,Pass,0.0531445,Goal,1
15,0.881999969,0.675,a,OpenPlay,RightFoot,BallTouch,0.0615911,MissedShots,0
84,0.919000015,0.370999985,a,OpenPlay,OtherBodyPart,Cross,0.0259455,BlockedShot,0
93,0.780999985,0.62,a,OpenPlay,RightFoot,Pass,0.0298314,MissedShots,0
1,0.895999985,0.449000015,a,OpenPlay,RightFoot,Pass,0.124250002,MissedShots,0
42,0.87,0.614000015,a,OpenPlay,RightFoot,TakeOn,0.101553999,SavedShot,0
15,0.88,0.605999985,h,OpenPlay,RightFoot,Pass,0.089602798,BlockedShot,0
18,0.958000031,0.625999985,h,OpenPlay,RightFoot,Throughball,0.368173003,Goal,1
23,0.859000015,0.605999985,h,OpenPlay,RightFoot,Throughball,0.344098985,ShotOnPost,0
22,0.911999969,0.499000015,h,OpenPlay,RightFoot,Cross,0.379420012,SavedShot,0
79,0.855,0.663000031,h,OpenPlay,RightFoot,Pass,0.073025003,BlockedShot,0
12,0.915,0.645999985,h,SetPiece,Head,Aerial,0.00894473,MissedShots,0
24,0.894000015,0.605999985,h,FromCorner,Head,Cross,0.026185101,BlockedShot,0
92,0.899000015,0.412999992,h,FromCorner,RightFoot,Pass,0.069077201,BlockedShot,0
36,0.896999969,0.627000008,h,OpenPlay,LeftFoot,Pass,0.32308799,Goal,1
16,0.92,0.485,a,FromCorner,Head,Aerial,0.056518301,BlockedShot,0
25,0.878000031,0.467999992,a,FromCorner,Head,Cross,0.037786901,MissedShots,0
52,0.935999985,0.515,a,SetPiece,Head,Cross,0.463209003,Goal,1
25,0.699000015,0.375,h,OpenPlay,RightFoot,Pass,0.0143713,MissedShots,0
52,0.901999969,0.575,a,FromCorner,Head,Foul,0.112154998,MissedShots,0
12,0.916999969,0.447999992,a,FromCorner,Head,Aerial,0.033955801,MissedShots,0
16,0.916999969,0.450999985,h,FromCorner,Head,Aerial,0.0357408,MissedShots,0
12,0.780999985,0.462000008,a,OpenPlay,LeftFoot,Pass,0.040056799,SavedShot,0
43,0.870999985,0.710999985,a,OpenPlay,LeftFoot,Pass,0.0370446,SavedShot,0
6,0.935999985,0.382999992,h,OpenPlay,LeftFoot,Cross,0.277171999,MissedShots,0
12,0.885999985,0.404000015,h,OpenPlay,LeftFoot,Cross,0.062392399,MissedShots,0
25,0.818000031,0.272999992,h,OpenPlay,LeftFoot,Pass,0.025224499,MissedShots,0
37,0.895999985,0.542000008,h,FromCorner,Head,Chipped,0.048599899,SavedShot,0
52,0.898000031,0.460999985,h,OpenPlay,Head,Cross,0.0984549,MissedShots,0
57,0.795,0.38,h,OpenPlay,LeftFoot,Pass,0.030712901,SavedShot,0
20,0.82,0.291000004,a,DirectFreekick,LeftFoot,Standard,0.085382499,MissedShots,0
45,0.95,0.487000008,a,OpenPlay,LeftFoot,Pass,0.613834023,Goal,1
85,0.88,0.335999985,a,OpenPlay,LeftFoot,Pass,0.053086601,Goal,1
39,0.724000015,0.482000008,a,DirectFreekick,LeftFoot,Standard,0.0552379,SavedShot,0
92,0.963000031,0.607999992,a,OpenPlay,LeftFoot,TakeOn,0.133209005,MissedShots,0
9,0.739000015,0.365999985,a,OpenPlay,LeftFoot,Chipped,0.0132679,MissedShots,0
54,0.680999985,0.48,a,OpenPlay,LeftFoot,Pass,0.0124872,MissedShots,0
56,0.86,0.317999992,a,OpenPlay,LeftFoot,Pass,0.047520202,MissedShots,0
89,0.974000015,0.385999985,h,OpenPlay,LeftFoot,TakeOn,0.146570995,SavedShot,0
26,0.966999969,0.402999992,a,FromCorner,LeftFoot,Chipped,0.080339603,SavedShot,0
80,0.799000015,0.374000015,a,DirectFreekick,LeftFoot,Standard,0.102815002,BlockedShot,0
38,0.818000031,0.728000031,a,OpenPlay,LeftFoot,Pass,0.023155,BlockedShot,0
67,0.89,0.625,a,OpenPlay,LeftFoot,Pass,0.111661002,MissedShots,0
70,0.789000015,0.272000008,h,OpenPlay,LeftFoot,Pass,0.0177994,MissedShots,0
73,0.815,0.728000031,h,OpenPlay,RightFoot,Pass,0.022141401,BlockedShot,0
64,0.784000015,0.651999969,a,OpenPlay,LeftFoot,Throughball,0.124987997,SavedShot,0
91,0.933000031,0.68,a,OpenPlay,LeftFoot,TakeOn,0.110202,MissedShots,0
91,0.919000015,0.582999992,a,OpenPlay,LeftFoot,Throughball,0.546571016,SavedShot,0
17,0.915999985,0.658000031,a,OpenPlay,LeftFoot,Cross,0.037798598,MissedShots,0
29,0.924000015,0.51,a,OpenPlay,Head,Cross,0.357183993,MissedShots,0
32,0.854000015,0.37,a,OpenPlay,LeftFoot,None,0.051945198,BlockedShot,0
32,0.711999969,0.292999992,h,OpenPlay,LeftFoot,TakeOn,0.0095548,MissedShots,0
39,0.948000031,0.56,h,OpenPlay,LeftFoot,Pass,0.545602024,MissedShots,0
6,0.76,0.352999992,h,OpenPlay,LeftFoot,Pass,0.0190148,SavedShot,0
23,0.9,0.482000008,h,OpenPlay,Head,Rebound,0.046237402,MissedShots,0
53,0.878000031,0.32,h,OpenPlay,LeftFoot,Pass,0.063468501,BlockedShot,0
74,0.78,0.455,a,OpenPlay,RightFoot,Pass,0.048004098,MissedShots,0
79,0.895,0.395,a,OpenPlay,RightFoot,Pass,0.350757003,Goal,1
34,0.925999985,0.349000015,a,OpenPlay,RightFoot,BallTouch,0.257788986,MissedShots,0
20,0.915999985,0.308999996,h,OpenPlay,RightFoot,None,0.055555001,BlockedShot,0
23,0.746999969,0.352000008,h,OpenPlay,RightFoot,Pass,0.0203398,SavedShot,0
84,0.783000031,0.552000008,h,OpenPlay,LeftFoot,Pass,0.047885001,BlockedShot,0
93,0.875999985,0.673000031,h,OpenPlay,RightFoot,Pass,0.080342002,BlockedShot,0
78,0.865,0.447999992,a,OpenPlay,RightFoot,None,0.091773301,BlockedShot,0
83,0.899000015,0.372999992,a,OpenPlay,RightFoot,Pass,0.360900998,Goal,1
63,0.906999969,0.349000015,h,OpenPlay,RightFoot,Chipped,0.0984874,MissedShots,0
87,0.89,0.455,a,SetPiece,Head,Challenge,0.0299823,BlockedShot,0
68,0.926999969,0.527999992,h,OpenPlay,Head,Aerial,0.083747201,ShotOnPost,0
5,0.905999985,0.499000015,a,FromCorner,Head,Aerial,0.032577701,MissedShots,0
24,0.779000015,0.525999985,a,OpenPlay,LeftFoot,Pass,0.029086599,MissedShots,0
17,0.936999969,0.475999985,h,OpenPlay,RightFoot,None,0.573840022,MissedShots,0
49,0.859000015,0.622000008,h,OpenPlay,LeftFoot,Pass,0.305343986,MissedShots,0
74,0.915999985,0.454000015,h,FromCorner,Head,Cross,0.094598502,MissedShots,0
85,0.906999969,0.554000015,h,FromCorner,Head,Aerial,0.0232163,MissedShots,0
71,0.821999969,0.529000015,h,OpenPlay,LeftFoot,None,0.096091799,MissedShots,0
90,0.941999969,0.557000008,h,OpenPlay,Head,Chipped,0.475183994,Goal,1
92,0.956999969,0.542000008,h,FromCorner,LeftFoot,None,0.568005025,SavedShot,0
85,0.89,0.53,h,OpenPlay,Head,Aerial,0.036200199,ShotOnPost,0
4,0.810999985,0.477999992,h,OpenPlay,RightFoot,Pass,0.059069201,BlockedShot,0
91,0.856999969,0.474000015,a,OpenPlay,LeftFoot,Chipped,0.342480004,Goal,1
67,0.790999985,0.660999985,h,FromCorner,LeftFoot,None,0.0205236,MissedShots,0
23,0.785,0.789000015,a,FromCorner,RightFoot,None,0.0133128,MissedShots,0
15,0.905,0.425,h,OpenPlay,Head,Chipped,0.305442989,SavedShot,0
86,0.734000015,0.630999985,h,OpenPlay,RightFoot,Pass,0.0228204,BlockedShot,0
88,0.745999985,0.415,h,FromCorner,RightFoot,Aerial,0.0136699,BlockedShot,0
29,0.913000031,0.47,h,OpenPlay,RightFoot,Pass,0.552699983,MissedShots,0
60,0.820999985,0.474000015,a,OpenPlay,RightFoot,Pass,0.091077298,Goal,1
39,0.873000031,0.615999985,h,OpenPlay,LeftFoot,None,0.067459099,BlockedShot,0
47,0.750999985,0.492999992,h,OpenPlay,RightFoot,Pass,0.021167999,Goal,1
96,0.859000015,0.424000015,a,OpenPlay,RightFoot,BallRecovery,0.38973099,MissedShots,0
5,0.860999985,0.527000008,h,OpenPlay,RightFoot,Rebound,0.087247796,MissedShots,0
10,0.77,0.580999985,h,OpenPlay,RightFoot,LayOff,0.044674098,BlockedShot,0
36,0.85,0.678000031,h,OpenPlay,RightFoot,Pass,0.045960099,SavedShot,0
5,0.803000031,0.484000015,a,OpenPlay,RightFoot,Pass,0.0527707,SavedShot,0
30,0.710999985,0.605,a,OpenPlay,RightFoot,None,0.0101851,MissedShots,0
43,0.768000031,0.427000008,a,OpenPlay,RightFoot,Aerial,0.0132878,SavedShot,0
53,0.723000031,0.452000008,a,OpenPlay,RightFoot,Pass,0.018195299,BlockedShot,0
46,0.743000031,0.64,h,OpenPlay,RightFoot,Pass,0.0183012,SavedShot,0
62,0.97,0.524000015,a,OpenPlay,RightFoot,None,0.143013999,SavedShot,0
60,0.799000015,0.345,h,OpenPlay,LeftFoot,Pass,0.027881,SavedShot,0
57,0.705,0.472000008,h,OpenPlay,RightFoot,Pass,0.013938,SavedShot,0
5,0.710999985,0.494000015,a,OpenPlay,RightFoot,Pass,0.015291,SavedShot,0
71,0.87,0.658000031,h,OpenPlay,RightFoot,Chipped,0.065733798,Goal,1
85,0.973000031,0.452000008,h,FromCorner,RightFoot,Rebound,0.643519998,MissedShots,0
6,0.955,0.490999985,h,OpenPlay,LeftFoot,Pass,0.676598012,Goal,1
39,0.950999985,0.61,h,OpenPlay,Head,Cross,0.157750994,MissedShots,0
92,0.91,0.681999969,h,FromCorner,RightFoot,TakeOn,0.0532264,BlockedShot,0
60,0.888000031,0.570999985,h,OpenPlay,RightFoot,None,0.080492496,BlockedShot,0
53,0.895,0.557000008,h,OpenPlay,Head,None,0.375618011,SavedShot,0
11,0.821999969,0.525,h,FromCorner,RightFoot,None,0.0458517,MissedShots,0
19,0.954000015,0.625,a,OpenPlay,Head,Cross,0.040218301,SavedShot,0
31,0.875999985,0.67,a,OpenPlay,RightFoot,Pass,0.06216,MissedShots,0
50,0.858000031,0.384000015,a,OpenPlay,LeftFoot,None,0.062320501,SavedShot,0
47,0.905,0.412000008,h,OpenPlay,LeftFoot,Cross,0.111399002,SavedShot,0
81,0.926999969,0.306000004,a,OpenPlay,RightFoot,Pass,0.067932501,BlockedShot,0
21,0.97,0.437000008,a,OpenPlay,Head,Cross,0.501572013,MissedShots,0
57,0.963000031,0.67,h,OpenPlay,LeftFoot,None,0.070021898,SavedShot,0
74,0.956999969,0.324000015,h,OpenPlay,RightFoot,Pass,0.087167099,SavedShot,0
65,0.94,0.257999992,h,FromCorner,RightFoot,TakeOn,0.029059799,SavedShot,0
65,0.868000031,0.422000008,h,OpenPlay,RightFoot,Pass,0.093077101,SavedShot,0
34,0.945999985,0.66,a,OpenPlay,RightFoot,Pass,0.069109596,SavedShot,0
45,0.855999985,0.575999985,h,OpenPlay,RightFoot,Pass,0.348185003,Goal,1
45,0.795999985,0.646999969,a,OpenPlay,RightFoot,Pass,0.0478101,MissedShots,0
7,0.97,0.646999969,h,OpenPlay,LeftFoot,TakeOn,0.090416797,MissedShots,0
25,0.86,0.695999985,h,OpenPlay,RightFoot,Pass,0.0382725,SavedShot,0
62,0.834000015,0.532999992,h,OpenPlay,LeftFoot,Pass,0.081031099,SavedShot,0
81,0.850999985,0.660999985,h,OpenPlay,RightFoot,Pass,0.071458101,BlockedShot,0
8,0.873000031,0.650999985,a,OpenPlay,RightFoot,Pass,0.059384901,SavedShot,0
44,0.845,0.699000015,a,OpenPlay,LeftFoot,Pass,0.032755502,MissedShots,0
52,0.885,0.612000008,a,OpenPlay,LeftFoot,Throughball,0.351817012,SavedShot,0
36,0.941999969,0.297000008,h,OpenPlay,RightFoot,Throughball,0.130768001,SavedShot,0
11,0.885,0.572000008,h,OpenPlay,LeftFoot,Pass,0.378206015,SavedShot,0
16,0.768000031,0.648000031,h,OpenPlay,RightFoot,Pass,0.023463501,SavedShot,0
47,0.796999969,0.379000015,h,FromCorner,RightFoot,Pass,0.0357669,SavedShot,0
62,0.869000015,0.534000015,h,OpenPlay,RightFoot,Pass,0.374861985,MissedShots,0
26,0.761999969,0.579000015,h,OpenPlay,RightFoot,Pass,0.033011701,MissedShots,0
43,0.9,0.522000008,a,OpenPlay,RightFoot,Rebound,0.124481998,SavedShot,0
25,0.765,0.720999985,a,FromCorner,RightFoot,Pass,0.020831,BlockedShot,0
66,0.698000031,0.469000015,a,FromCorner,LeftFoot,Pass,0.021657201,MissedShots,0
86,0.719000015,0.560999985,a,OpenPlay,RightFoot,LayOff,0.0147934,MissedShots,0
8,0.763000031,0.703000031,a,OpenPlay,RightFoot,None,0.012997,MissedShots,0
58,0.949000015,0.479000015,h,FromCorner,Head,Cross,0.472303987,ShotOnPost,0
77,0.900999985,0.430999985,a,FromCorner,Head,Aerial,0.0184364,Goal,1
19,0.824000015,0.555,h,FromCorner,LeftFoot,Pass,0.044974402,MissedShots,0
26,0.800999985,0.297000008,h,DirectFreekick,LeftFoot,Standard,0.075534001,MissedShots,0
33,0.919000015,0.462000008,h,OpenPlay,Head,Cross,0.354140013,MissedShots,0
35,0.798000031,0.385999985,h,OpenPlay,LeftFoot,Pass,0.0354602,MissedShots,0
50,0.868000031,0.427000008,h,OpenPlay,RightFoot,None,0.090916596,BlockedShot,0
81,0.82,0.447999992,h,OpenPlay,LeftFoot,Pass,0.075980298,MissedShots,0
84,0.824000015,0.637000008,h,OpenPlay,RightFoot,Cross,0.0306402,MissedShots,0
91,0.881999969,0.59,h,OpenPlay,RightFoot,Pass,0.492330015,Goal,1
20,0.915999985,0.334000015,a,OpenPlay,Head,Cross,0.0141594,MissedShots,0
86,0.810999985,0.690999985,a,SetPiece,RightFoot,Rebound,0.0186469,SavedShot,0
86,0.795999985,0.685,a,DirectFreekick,RightFoot,Standard,0.078459397,BlockedShot,0
86,0.78,0.66,h,OpenPlay,RightFoot,Pass,0.031256098,SavedShot,0
1,0.795999985,0.37,a,OpenPlay,LeftFoot,Pass,0.031893201,SavedShot,0
86,0.76,0.449000015,h,OpenPlay,RightFoot,Pass,0.038920399,SavedShot,0
17,0.846999969,0.425,a,OpenPlay,RightFoot,Pass,0.083602101,MissedShots,0
29,0.819000015,0.615,a,OpenPlay,RightFoot,Pass,0.047271799,SavedShot,0
47,0.825999985,0.703000031,a,FromCorner,RightFoot,Chipped,0.020919099,BlockedShot,0
68,0.956999969,0.557000008,a,OpenPlay,Head,Aerial,0.475261986,SavedShot,0
59,0.895,0.56,a,OpenPlay,Head,Cross,0.067410901,MissedShots,0
61,0.824000015,0.495999985,a,DirectFreekick,RightFoot,Standard,0.182199001,MissedShots,0
32,0.9,0.595999985,a,OpenPlay,RightFoot,Rebound,0.380879015,Goal,1
69,0.81,0.654000015,a,SetPiece,LeftFoot,None,0.0241597,SavedShot,0
11,0.840999985,0.390999985,a,OpenPlay,LeftFoot,Pass,0.063837603,BlockedShot,0
62,0.9,0.685999985,a,OpenPlay,LeftFoot,Pass,0.052407801,MissedShots,0
55,0.8,0.718000031,h,FromCorner,RightFoot,Pass,0.023920599,SavedShot,0
60,0.913000031,0.535999985,h,OpenPlay,Head,Cross,0.110880002,BlockedShot,0
35,0.931999969,0.617999992,h,OpenPlay,LeftFoot,Chipped,0.403151989,SavedShot,0
83,0.815,0.754000015,h,OpenPlay,RightFoot,Pass,0.020679399,SavedShot,0
92,0.860999985,0.545,h,OpenPlay,RightFoot,Pass,0.127501994,BlockedShot,0
4,0.873000031,0.72,a,OpenPlay,RightFoot,Pass,0.0325871,SavedShot,0
43,0.794000015,0.434000015,a,FromCorner,LeftFoot,None,0.0290324,BlockedShot,0
60,0.789000015,0.648000031,a,OpenPlay,RightFoot,Pass,0.035539199,SavedShot,0
83,0.784000015,0.678000031,a,OpenPlay,LeftFoot,TakeOn,0.056868099,SavedShot,0
13,0.758000031,0.681999969,h,OpenPlay,LeftFoot,None,0.0133659,MissedShots,0
44,0.778000031,0.765999985,h,FromCorner,LeftFoot,Aerial,0.012235,BlockedShot,0
36,0.770999985,0.671999969,a,OpenPlay,RightFoot,Pass,0.021407399,SavedShot,0
47,0.795999985,0.605999985,h,FromCorner,RightFoot,None,0.0264645,SavedShot,0
81,0.865,0.705999985,h,OpenPlay,LeftFoot,Pass,0.060433,SavedShot,0
15,0.798000031,0.655,h,FromCorner,LeftFoot,None,0.0224046,MissedShots,0
38,0.798000031,0.675999985,h,FromCorner,LeftFoot,None,0.0205737,MissedShots,0
42,0.881999969,0.715,h,FromCorner,LeftFoot,Pass,0.033969399,MissedShots,0
95,0.805,0.512999992,h,OpenPlay,LeftFoot,Pass,0.054159299,BlockedShot,0
23,0.829000015,0.699000015,a,OpenPlay,LeftFoot,Pass,0.0322101,MissedShots,0
39,0.765999985,0.615999985,a,FromCorner,LeftFoot,None,0.018787101,BlockedShot,0
10,0.916999969,0.725999985,a,OpenPlay,LeftFoot,Cross,0.018760201,MissedShots,0
36,0.868000031,0.635,h,OpenPlay,LeftFoot,Rebound,0.057620302,Goal,1
26,0.854000015,0.718000031,a,OpenPlay,LeftFoot,TakeOn,0.0504288,MissedShots,0
12,0.76,0.731999969,a,OpenPlay,LeftFoot,None,0.011734,BlockedShot,0
19,0.784000015,0.729000015,a,OpenPlay,LeftFoot,Pass,0.0172738,MissedShots,0
42,0.734000015,0.524000015,h,FromCorner,RightFoot,Pass,0.027220501,MissedShots,0
37,0.879000015,0.362999992,a,OpenPlay,RightFoot,Throughball,0.51255101,SavedShot,0
10,0.85,0.669000015,h,OpenPlay,RightFoot,Pass,0.0516629,SavedShot,0
25,0.9,0.504000015,h,OpenPlay,RightFoot,Throughball,0.50563997,SavedShot,0
91,0.815999985,0.395999985,h,FromCorner,RightFoot,Rebound,0.049547601,SavedShot,0
68,0.985999985,0.490999985,a,OpenPlay,RightFoot,Rebound,0.962567985,Goal,1
42,0.860999985,0.307000008,a,OpenPlay,LeftFoot,Pass,0.043999799,BlockedShot,0
73,0.751999969,0.634000015,a,FromCorner,RightFoot,None,0.0162102,MissedShots,0
89,0.921999969,0.387999992,a,OpenPlay,RightFoot,None,0.078203097,MissedShots,0
30,0.731999969,0.399000015,h,FromCorner,RightFoot,None,0.0149336,MissedShots,0
72,0.719000015,0.465999985,a,FromCorner,RightFoot,None,0.0144964,SavedShot,0
62,0.753000031,0.567000008,h,FromCorner,RightFoot,None,0.018242801,MissedShots,0
29,0.92,0.257999992,a,OpenPlay,RightFoot,BallTouch,0.037158601,BlockedShot,0
28,0.953000031,0.367000008,h,OpenPlay,RightFoot,TakeOn,0.110995002,SavedShot,0
55,0.828000031,0.372999992,h,OpenPlay,RightFoot,LayOff,0.065949403,BlockedShot,0
7,0.724000015,0.359000015,h,FromCorner,LeftFoot,None,0.0135799,MissedShots,0
25,0.855,0.320999985,a,OpenPlay,RightFoot,Pass,0.063646801,BlockedShot,0
29,0.77,0.587999992,a,OpenPlay,RightFoot,Pass,0.0445516,MissedShots,0
3,0.905999985,0.282000008,h,OpenPlay,RightFoot,Chipped,0.0455308,SavedShot,0
53,0.91,0.374000015,h,OpenPlay,LeftFoot,TakeOn,0.119135,SavedShot,0
91,0.968000031,0.355999985,h,OpenPlay,RightFoot,Pass,0.081122801,Goal,1
75,0.973000031,0.525,a,OpenPlay,LeftFoot,Pass,0.158269003,MissedShots,0
89,0.88,0.552999992,a,FromCorner,Head,Cross,0.035240501,MissedShots,0
91,0.915999985,0.632999992,a,OpenPlay,Head,Cross,0.027663499,SavedShot,0
90,0.815,0.630999985,a,OpenPlay,RightFoot,Pass,0.058031701,MissedShots,0
93,0.895999985,0.359000015,h,FromCorner,RightFoot,Pass,0.0551611,MissedShots,0
48,0.716999969,0.594000015,h,FromCorner,LeftFoot,Pass,0.02588,MissedShots,0
63,0.903000031,0.572999992,h,OpenPlay,LeftFoot,Pass,0.389515013,MissedShots,0
16,0.751999969,0.744000015,h,OpenPlay,RightFoot,Pass,0.0161124,SavedShot,0
51,0.799000015,0.669000015,h,OpenPlay,RightFoot,None,0.0407237,MissedShots,0
73,0.761999969,0.577000008,h,OpenPlay,RightFoot,LayOff,0.053142399,MissedShots,0
69,0.863000031,0.640999985,a,OpenPlay,RightFoot,Rebound,0.053224701,SavedShot,0
9,0.97,0.678000031,a,OpenPlay,LeftFoot,Pass,0.0621926,Goal,1
94,0.900999985,0.53,a,FromCorner,Head,Cross,0.071049102,SavedShot,0
